frame_number,timestamp_ms,landmark_name,visible,x,y,z
70,3328,pose_RIGHT_SHOULDER,0.99931,0.59501,0.23443,-0.10332
70,3328,pose_LEFT_ELBOW,0.27889,0.46652,0.42907,0.05329
70,3328,pose_RIGHT_ELBOW,0.93853,0.62032,0.42382,-0.07539
70,3328,pose_LEFT_WRIST,0.1258,0.5031,0.526,0.14354
70,3328,pose_RIGHT_WRIST,0.67338,0.64668,0.55973,0.00103
70,3328,pose_LEFT_PINKY,0.13458,0.50658,0.56991,0.16092
70,3328,pose_RIGHT_PINKY,0.61452,0.65317,0.60698,0.00818
70,3328,pose_LEFT_INDEX,0.13666,0.52129,0.56705,0.15362
70,3328,pose_RIGHT_INDEX,0.60334,0.65129,0.59543,0.01479
70,3328,pose_LEFT_THUMB,0.14395,0.51536,0.54094,0.14323
70,3328,pose_RIGHT_THUMB,0.58192,0.64434,0.57751,0.00634
70,3328,pose_LEFT_HIP,0.99457,0.50833,0.59334,0.03347
70,3328,pose_RIGHT_HIP,0.99378,0.57153,0.59809,-0.03362
70,3328,pose_LEFT_KNEE,0.5854,0.49158,0.8323,0.11622
70,3328,pose_RIGHT_KNEE,0.70728,0.60305,0.8484,0.10856
70,3328,pose_LEFT_ANKLE,0.50584,0.46725,1.03789,0.22162
70,3328,pose_RIGHT_ANKLE,0.57055,0.63209,1.08704,0.19939
70,3328,pose_LEFT_HEEL,0.56545,0.45608,1.1058,0.23309
70,3328,pose_RIGHT_HEEL,0.63847,0.62574,1.14136,0.21109
70,3328,pose_LEFT_FOOT_INDEX,0.39476,0.46272,1.07749,0.22688
70,3328,pose_RIGHT_FOOT_INDEX,0.43707,0.66122,1.09096,0.19902
72,3408,pose_LEFT_SHOULDER,0.99829,0.46786,0.23794,-0.0302
72,3408,pose_RIGHT_SHOULDER,0.99942,0.58548,0.23162,-0.10971
72,3408,pose_LEFT_ELBOW,0.3663,0.45591,0.43048,0.00292
72,3408,pose_RIGHT_ELBOW,0.94626,0.60868,0.42936,-0.08042
72,3408,pose_LEFT_WRIST,0.12935,0.4792,0.56837,0.08028
72,3408,pose_RIGHT_WRIST,0.69267,0.6422,0.57025,0.02735
72,3408,pose_LEFT_PINKY,0.12979,0.48486,0.60296,0.09337
72,3408,pose_RIGHT_PINKY,0.62012,0.65257,0.60994,0.03875
72,3408,pose_LEFT_INDEX,0.12993,0.49279,0.59942,0.08989
72,3408,pose_RIGHT_INDEX,0.60763,0.64872,0.60086,0.04181
72,3408,pose_LEFT_THUMB,0.13526,0.4915,0.58619,0.08108
72,3408,pose_RIGHT_THUMB,0.5823,0.64027,0.58347,0.03252
72,3408,pose_LEFT_HIP,0.99552,0.49618,0.5903,0.02496
72,3408,pose_RIGHT_HIP,0.99481,0.56291,0.58767,-0.02519
72,3408,pose_LEFT_KNEE,0.60961,0.49082,0.82058,0.12769
72,3408,pose_RIGHT_KNEE,0.67389,0.60084,0.79326,0.15397
72,3408,pose_LEFT_ANKLE,0.51018,0.4678,1.03074,0.24167
72,3408,pose_RIGHT_ANKLE,0.53399,0.62327,0.98814,0.27687
72,3408,pose_LEFT_HEEL,0.58074,0.46024,1.10129,0.25388
72,3408,pose_RIGHT_HEEL,0.63268,0.61686,1.01148,0.29192
72,3408,pose_LEFT_FOOT_INDEX,0.37588,0.46757,1.06204,0.24484
72,3408,pose_RIGHT_FOOT_INDEX,0.40063,0.64396,0.99587,0.28725
74,3488,pose_LEFT_SHOULDER,0.99859,0.45932,0.23195,-0.11957
74,3488,pose_RIGHT_SHOULDER,0.99949,0.58644,0.226,-0.0889
74,3488,pose_LEFT_ELBOW,0.47845,0.4394,0.44119,-0.12472
74,3488,pose_RIGHT_ELBOW,0.94759,0.60997,0.42986,-0.0431
74,3488,pose_LEFT_WRIST,0.24429,0.43359,0.61593,-0.07174
74,3488,pose_RIGHT_WRIST,0.7061,0.63649,0.56393,0.08804
74,3488,pose_LEFT_PINKY,0.22264,0.43132,0.66515,-0.07809
74,3488,pose_RIGHT_PINKY,0.62712,0.64821,0.60403,0.10354
74,3488,pose_LEFT_INDEX,0.21894,0.44254,0.65768,-0.07598
74,3488,pose_RIGHT_INDEX,0.61285,0.64226,0.59398,0.08756
74,3488,pose_LEFT_THUMB,0.2143,0.4465,0.63745,-0.06967
74,3488,pose_RIGHT_THUMB,0.58675,0.63442,0.57951,0.08253
74,3488,pose_LEFT_HIP,0.99625,0.49842,0.58839,-0.01093
74,3488,pose_RIGHT_HIP,0.99556,0.56546,0.58542,0.01078
74,3488,pose_LEFT_KNEE,0.64731,0.48927,0.81786,0.11854
74,3488,pose_RIGHT_KNEE,0.6496,0.59494,0.79999,0.1807
74,3488,pose_LEFT_ANKLE,0.5322,0.46327,1.03143,0.27496
74,3488,pose_RIGHT_ANKLE,0.5046,0.61438,1.02688,0.31888
74,3488,pose_LEFT_HEEL,0.60492,0.46483,1.1011,0.2905
74,3488,pose_RIGHT_HEEL,0.62772,0.61316,1.05955,0.33462
74,3488,pose_LEFT_FOOT_INDEX,0.3739,0.45365,1.04937,0.27246
74,3488,pose_RIGHT_FOOT_INDEX,0.36185,0.61802,1.0005,0.31081
76,3568,pose_LEFT_SHOULDER,0.99882,0.45606,0.22622,-0.19486
76,3568,pose_RIGHT_SHOULDER,0.99951,0.5879,0.2215,-0.12265
76,3568,pose_LEFT_ELBOW,0.57291,0.43768,0.44423,-0.1885
76,3568,pose_RIGHT_ELBOW,0.93561,0.60491,0.42909,-0.05593
76,3568,pose_LEFT_WRIST,0.3544,0.42491,0.62355,-0.11979
76,3568,pose_RIGHT_WRIST,0.69329,0.61388,0.56961,0.06477
76,3568,pose_LEFT_PINKY,0.31427,0.4223,0.67163,-0.12616
76,3568,pose_RIGHT_PINKY,0.61267,0.62606,0.6183,0.09227
76,3568,pose_LEFT_INDEX,0.30789,0.4335,0.67186,-0.11847
76,3568,pose_RIGHT_INDEX,0.59685,0.61584,0.61278,0.07219
76,3568,pose_LEFT_THUMB,0.2962,0.43815,0.65099,-0.1158
76,3568,pose_RIGHT_THUMB,0.57115,0.60436,0.5941,0.05929
76,3568,pose_LEFT_HIP,0.99682,0.49898,0.59011,-0.02476
76,3568,pose_RIGHT_HIP,0.99604,0.56659,0.58556,0.02473
76,3568,pose_LEFT_KNEE,0.6953,0.48827,0.83403,0.1079
76,3568,pose_RIGHT_KNEE,0.63265,0.58038,0.81838,0.19449
76,3568,pose_LEFT_ANKLE,0.57576,0.46516,1.06579,0.28987
76,3568,pose_RIGHT_ANKLE,0.49783,0.58687,1.05643,0.35337
76,3568,pose_LEFT_HEEL,0.6397,0.47721,1.12324,0.30599
76,3568,pose_RIGHT_HEEL,0.62949,0.58758,1.0982,0.37016
76,3568,pose_LEFT_FOOT_INDEX,0.39712,0.45468,1.08191,0.2834
76,3568,pose_RIGHT_FOOT_INDEX,0.34353,0.58317,1.06376,0.33951
78,3664,pose_LEFT_SHOULDER,0.999,0.45429,0.22617,-0.20475
78,3664,pose_RIGHT_SHOULDER,0.99953,0.58986,0.21902,-0.12947
78,3664,pose_LEFT_ELBOW,0.64924,0.43249,0.45411,-0.1983
78,3664,pose_RIGHT_ELBOW,0.91876,0.60395,0.42969,-0.06251
78,3664,pose_LEFT_WRIST,0.4451,0.42097,0.63151,-0.13312
78,3664,pose_RIGHT_WRIST,0.67086,0.61011,0.58267,0.06598
78,3664,pose_LEFT_PINKY,0.3914,0.41682,0.6783,-0.14025
78,3664,pose_RIGHT_PINKY,0.58973,0.61217,0.62625,0.0944
78,3664,pose_LEFT_INDEX,0.38304,0.42922,0.67904,-0.13195
78,3664,pose_RIGHT_INDEX,0.57237,0.60264,0.62257,0.07243
78,3664,pose_LEFT_THUMB,0.36576,0.43495,0.66308,-0.12867
78,3664,pose_RIGHT_THUMB,0.54937,0.59968,0.60969,0.06027
78,3664,pose_LEFT_HIP,0.99723,0.49537,0.59122,-0.02232
78,3664,pose_RIGHT_HIP,0.99642,0.56595,0.58769,0.02221
78,3664,pose_LEFT_KNEE,0.72662,0.4869,0.84093,0.14763
78,3664,pose_RIGHT_KNEE,0.61938,0.56054,0.83605,0.20019
78,3664,pose_LEFT_ANKLE,0.60368,0.46884,1.06598,0.35395
78,3664,pose_RIGHT_ANKLE,0.4934,0.55198,1.0797,0.37323
78,3664,pose_LEFT_HEEL,0.65682,0.47886,1.12155,0.37223
78,3664,pose_RIGHT_HEEL,0.62892,0.54907,1.12738,0.39117
78,3664,pose_LEFT_FOOT_INDEX,0.41167,0.45695,1.0834,0.35012
78,3664,pose_RIGHT_FOOT_INDEX,0.32916,0.54963,1.09749,0.35139
80,3744,pose_LEFT_SHOULDER,0.99909,0.45463,0.23381,-0.22065
80,3744,pose_RIGHT_SHOULDER,0.99953,0.59333,0.22921,-0.14765
80,3744,pose_LEFT_ELBOW,0.70912,0.4324,0.46325,-0.21017
80,3744,pose_RIGHT_ELBOW,0.91604,0.60474,0.45136,-0.09303
80,3744,pose_LEFT_WRIST,0.50986,0.42189,0.64614,-0.13659
80,3744,pose_RIGHT_WRIST,0.67818,0.61379,0.61426,0.02812
80,3744,pose_LEFT_PINKY,0.44394,0.41623,0.69966,-0.13958
80,3744,pose_RIGHT_PINKY,0.5951,0.62029,0.66437,0.05134
80,3744,pose_LEFT_INDEX,0.43409,0.42898,0.70199,-0.13548
80,3744,pose_RIGHT_INDEX,0.57609,0.61137,0.66354,0.03639
80,3744,pose_LEFT_THUMB,0.41277,0.43711,0.67976,-0.13352
80,3744,pose_RIGHT_THUMB,0.55387,0.60337,0.64483,0.02489
80,3744,pose_LEFT_HIP,0.99743,0.49296,0.60784,-0.02369
80,3744,pose_RIGHT_HIP,0.99654,0.56575,0.60894,0.0236
80,3744,pose_LEFT_KNEE,0.75404,0.48552,0.86901,0.14237
80,3744,pose_RIGHT_KNEE,0.62224,0.55501,0.88163,0.19038
80,3744,pose_LEFT_ANKLE,0.62686,0.48049,1.0963,0.33192
80,3744,pose_RIGHT_ANKLE,0.49712,0.54697,1.11462,0.35337
80,3744,pose_LEFT_HEEL,0.66902,0.4865,1.14429,0.34895
80,3744,pose_RIGHT_HEEL,0.63063,0.54479,1.16172,0.36975
80,3744,pose_LEFT_FOOT_INDEX,0.42606,0.464,1.11038,0.32022
80,3744,pose_RIGHT_FOOT_INDEX,0.32191,0.54413,1.13729,0.32715
82,3824,pose_LEFT_SHOULDER,0.99913,0.45571,0.24127,-0.20857
82,3824,pose_RIGHT_SHOULDER,0.99949,0.59808,0.24356,-0.15778
82,3824,pose_LEFT_ELBOW,0.75531,0.43391,0.47263,-0.19499
82,3824,pose_RIGHT_ELBOW,0.91667,0.60994,0.47183,-0.1047
82,3824,pose_LEFT_WRIST,0.54929,0.42916,0.65345,-0.12155
82,3824,pose_RIGHT_WRIST,0.68365,0.6276,0.62791,0.0156
82,3824,pose_LEFT_PINKY,0.47161,0.42343,0.70382,-0.12396
82,3824,pose_RIGHT_PINKY,0.59749,0.63165,0.67718,0.03615
82,3824,pose_LEFT_INDEX,0.46071,0.43612,0.70185,-0.12102
82,3824,pose_RIGHT_INDEX,0.57689,0.62109,0.66955,0.02359
82,3824,pose_LEFT_THUMB,0.43696,0.44234,0.6798,-0.11885
82,3824,pose_RIGHT_THUMB,0.55396,0.61601,0.65648,0.01373
82,3824,pose_LEFT_HIP,0.99742,0.49078,0.62357,-0.01608
82,3824,pose_RIGHT_HIP,0.99645,0.56506,0.6254,0.01599
82,3824,pose_LEFT_KNEE,0.75308,0.48269,0.88312,0.14299
82,3824,pose_RIGHT_KNEE,0.60575,0.54881,0.8974,0.17694
82,3824,pose_LEFT_ANKLE,0.61282,0.4765,1.10075,0.33534
82,3824,pose_RIGHT_ANKLE,0.47865,0.53501,1.13384,0.33774
82,3824,pose_LEFT_HEEL,0.65065,0.47957,1.15092,0.35234
82,3824,pose_RIGHT_HEEL,0.61409,0.53062,1.17985,0.35321
82,3824,pose_LEFT_FOOT_INDEX,0.40936,0.46279,1.12075,0.32188
82,3824,pose_RIGHT_FOOT_INDEX,0.30007,0.53895,1.16215,0.29698
84,3904,pose_LEFT_SHOULDER,0.99908,0.45974,0.24322,-0.17661
84,3904,pose_RIGHT_SHOULDER,0.99944,0.60454,0.25241,-0.17782
84,3904,pose_LEFT_ELBOW,0.78512,0.43771,0.47034,-0.12805
84,3904,pose_RIGHT_ELBOW,0.92383,0.62741,0.48195,-0.12728
84,3904,pose_LEFT_WRIST,0.53214,0.43162,0.6464,-0.02137
84,3904,pose_RIGHT_WRIST,0.70162,0.6415,0.63303,-0.00308
84,3904,pose_LEFT_PINKY,0.44673,0.42626,0.69626,-0.01042
84,3904,pose_RIGHT_PINKY,0.61163,0.64796,0.68465,0.01498
84,3904,pose_LEFT_INDEX,0.4354,0.4381,0.69696,-0.01155
84,3904,pose_RIGHT_INDEX,0.59016,0.63764,0.67116,0.00632
84,3904,pose_LEFT_THUMB,0.41441,0.44429,0.67481,-0.01894
84,3904,pose_RIGHT_THUMB,0.56667,0.63239,0.65921,-0.00343
84,3904,pose_LEFT_HIP,0.99719,0.48949,0.62853,-0.01077
84,3904,pose_RIGHT_HIP,0.99611,0.56339,0.63578,0.01083
84,3904,pose_LEFT_KNEE,0.73989,0.48324,0.89068,0.13126
84,3904,pose_RIGHT_KNEE,0.56952,0.54909,0.911,0.16418
84,3904,pose_LEFT_ANKLE,0.57931,0.47938,1.10097,0.32164
84,3904,pose_RIGHT_ANKLE,0.43799,0.54366,1.14844,0.31204
84,3904,pose_LEFT_HEEL,0.6211,0.47772,1.15305,0.33855
84,3904,pose_RIGHT_HEEL,0.57796,0.53936,1.19334,0.32752
84,3904,pose_LEFT_FOOT_INDEX,0.37969,0.4638,1.13019,0.31029
84,3904,pose_RIGHT_FOOT_INDEX,0.26874,0.54609,1.18224,0.28168
86,3984,pose_LEFT_SHOULDER,0.99904,0.46105,0.2427,-0.13508
86,3984,pose_RIGHT_SHOULDER,0.99943,0.61137,0.25555,-0.1864
86,3984,pose_LEFT_ELBOW,0.79835,0.44125,0.47015,-0.09885
86,3984,pose_RIGHT_ELBOW,0.92951,0.63699,0.49746,-0.12434
86,3984,pose_LEFT_WRIST,0.47831,0.44287,0.64398,0.00117
86,3984,pose_RIGHT_WRIST,0.70333,0.64593,0.64984,0.03279
86,3984,pose_LEFT_PINKY,0.39556,0.44924,0.71455,0.01179
86,3984,pose_RIGHT_PINKY,0.60826,0.65024,0.7009,0.05139
86,3984,pose_LEFT_INDEX,0.38462,0.45599,0.71276,0.01099
86,3984,pose_RIGHT_INDEX,0.5867,0.64071,0.68313,0.04946
86,3984,pose_LEFT_THUMB,0.36738,0.45623,0.69442,0.00285
86,3984,pose_RIGHT_THUMB,0.56222,0.63408,0.67126,0.03573
86,3984,pose_LEFT_HIP,0.99701,0.48462,0.63525,0.00837
86,3984,pose_RIGHT_HIP,0.99595,0.56143,0.6404,-0.00836
86,3984,pose_LEFT_KNEE,0.7233,0.48519,0.8959,0.16804
86,3984,pose_RIGHT_KNEE,0.54582,0.55021,0.90985,0.1632
86,3984,pose_LEFT_ANKLE,0.53775,0.48391,1.10946,0.36323
86,3984,pose_RIGHT_ANKLE,0.39851,0.54529,1.16409,0.31917
86,3984,pose_LEFT_HEEL,0.58492,0.48475,1.15735,0.38199
86,3984,pose_RIGHT_HEEL,0.54097,0.53993,1.21135,0.33696
86,3984,pose_LEFT_FOOT_INDEX,0.34914,0.47967,1.13192,0.36408
86,3984,pose_RIGHT_FOOT_INDEX,0.24097,0.55872,1.193,0.29427
88,4080,pose_LEFT_SHOULDER,0.99901,0.464,0.23064,-0.1715
88,4080,pose_RIGHT_SHOULDER,0.99938,0.61853,0.25397,-0.20927
88,4080,pose_LEFT_ELBOW,0.80917,0.44437,0.48975,-0.08446
88,4080,pose_RIGHT_ELBOW,0.93077,0.64269,0.49612,-0.13047
88,4080,pose_LEFT_WRIST,0.42697,0.46013,0.64372,0.02251
88,4080,pose_RIGHT_WRIST,0.68489,0.64606,0.65275,0.05678
88,4080,pose_LEFT_PINKY,0.34911,0.46061,0.69094,0.03824
88,4080,pose_RIGHT_PINKY,0.58843,0.6514,0.69959,0.08297
88,4080,pose_LEFT_INDEX,0.33905,0.47196,0.70684,0.03943
88,4080,pose_RIGHT_INDEX,0.56665,0.64006,0.68846,0.07764
88,4080,pose_LEFT_THUMB,0.32589,0.47119,0.6883,0.026
88,4080,pose_RIGHT_THUMB,0.54409,0.63436,0.67474,0.05869
88,4080,pose_LEFT_HIP,0.9968,0.48611,0.6373,0.00818
88,4080,pose_RIGHT_HIP,0.9956,0.5602,0.64242,-0.00846
88,4080,pose_LEFT_KNEE,0.73112,0.48755,0.90079,0.1755
88,4080,pose_RIGHT_KNEE,0.53718,0.54967,0.91742,0.1662
88,4080,pose_LEFT_ANKLE,0.51871,0.48675,1.10649,0.37953
88,4080,pose_RIGHT_ANKLE,0.37451,0.54689,1.15578,0.33726
88,4080,pose_LEFT_HEEL,0.56399,0.48913,1.1564,0.3983
88,4080,pose_RIGHT_HEEL,0.51718,0.54169,1.20386,0.356
88,4080,pose_LEFT_FOOT_INDEX,0.32731,0.48279,1.12683,0.38184
88,4080,pose_RIGHT_FOOT_INDEX,0.21978,0.5617,1.18203,0.31993
90,4160,pose_LEFT_SHOULDER,0.99897,0.46648,0.22296,-0.19225
90,4160,pose_RIGHT_SHOULDER,0.99928,0.62172,0.25361,-0.20703
90,4160,pose_LEFT_ELBOW,0.82263,0.44488,0.48956,-0.09185
90,4160,pose_RIGHT_ELBOW,0.93053,0.64768,0.50135,-0.14263
90,4160,pose_LEFT_WRIST,0.3822,0.46285,0.64833,0.09406
90,4160,pose_RIGHT_WRIST,0.68379,0.64549,0.6931,0.02869
90,4160,pose_LEFT_PINKY,0.30852,0.46523,0.69187,0.12096
90,4160,pose_RIGHT_PINKY,0.58815,0.65501,0.73633,0.05461
90,4160,pose_LEFT_INDEX,0.29965,0.47281,0.69128,0.12037
90,4160,pose_RIGHT_INDEX,0.56605,0.64206,0.7296,0.04818
90,4160,pose_LEFT_THUMB,0.29165,0.47258,0.67551,0.09902
90,4160,pose_RIGHT_THUMB,0.54365,0.634,0.71623,0.02939
90,4160,pose_LEFT_HIP,0.99674,0.48667,0.64653,-0.00396
90,4160,pose_RIGHT_HIP,0.99534,0.55159,0.6628,0.00429
90,4160,pose_LEFT_KNEE,0.74784,0.49081,0.8988,0.16991
90,4160,pose_RIGHT_KNEE,0.53862,0.53851,0.9309,0.18747
90,4160,pose_LEFT_ANKLE,0.51834,0.48704,1.11372,0.37963
90,4160,pose_RIGHT_ANKLE,0.37274,0.53642,1.1541,0.37531
90,4160,pose_LEFT_HEEL,0.55025,0.4891,1.15654,0.39879
90,4160,pose_RIGHT_HEEL,0.50866,0.5334,1.19922,0.39587
90,4160,pose_LEFT_FOOT_INDEX,0.31694,0.47874,1.15138,0.37155
90,4160,pose_RIGHT_FOOT_INDEX,0.21146,0.54036,1.19329,0.35387
92,4240,pose_LEFT_SHOULDER,0.99896,0.49808,0.22247,-0.27775
92,4240,pose_RIGHT_SHOULDER,0.99846,0.61247,0.2545,-0.24497
92,4240,pose_LEFT_ELBOW,0.83319,0.50394,0.4967,-0.20035
92,4240,pose_RIGHT_ELBOW,0.88632,0.64273,0.53122,-0.197
92,4240,pose_LEFT_WRIST,0.40276,0.48444,0.68617,-0.11061
92,4240,pose_RIGHT_WRIST,0.65198,0.61013,0.71053,-0.09937
92,4240,pose_LEFT_PINKY,0.31974,0.47945,0.7426,-0.1964
92,4240,pose_RIGHT_PINKY,0.56126,0.63058,0.75694,-0.10558
92,4240,pose_LEFT_INDEX,0.31197,0.48032,0.73536,-0.19052
92,4240,pose_RIGHT_INDEX,0.54054,0.61434,0.7519,-0.11982
92,4240,pose_LEFT_THUMB,0.30784,0.48172,0.7147,-0.13156
92,4240,pose_RIGHT_THUMB,0.52076,0.583,0.74132,-0.10458
92,4240,pose_LEFT_HIP,0.99671,0.4972,0.65431,-0.02259
92,4240,pose_RIGHT_HIP,0.99461,0.53804,0.67262,0.02305
92,4240,pose_LEFT_KNEE,0.74711,0.49682,0.90597,0.18441
92,4240,pose_RIGHT_KNEE,0.54194,0.52393,0.93055,0.23375
92,4240,pose_LEFT_ANKLE,0.52696,0.49065,1.11949,0.43268
92,4240,pose_RIGHT_ANKLE,0.39264,0.51696,1.15271,0.45204
92,4240,pose_LEFT_HEEL,0.54639,0.48975,1.156,0.45373
92,4240,pose_RIGHT_HEEL,0.51563,0.51434,1.19091,0.47505
92,4240,pose_LEFT_FOOT_INDEX,0.32286,0.48178,1.16712,0.41033
92,4240,pose_RIGHT_FOOT_INDEX,0.22151,0.51373,1.19877,0.4288
94,4320,pose_LEFT_SHOULDER,0.99892,0.46687,0.23245,-0.20133
94,4320,pose_RIGHT_SHOULDER,0.99856,0.62383,0.2594,-0.21787
94,4320,pose_LEFT_ELBOW,0.85083,0.43408,0.54026,-0.16403
94,4320,pose_RIGHT_ELBOW,0.89425,0.65427,0.5283,-0.11621
94,4320,pose_LEFT_WRIST,0.37392,0.43959,0.73791,-0.01188
94,4320,pose_RIGHT_WRIST,0.62767,0.65041,0.73168,0.12937
94,4320,pose_LEFT_PINKY,0.29279,0.44299,0.79859,0.00468
94,4320,pose_RIGHT_PINKY,0.53134,0.65855,0.7814,0.16795
94,4320,pose_LEFT_INDEX,0.285,0.44579,0.79489,0.01856
94,4320,pose_RIGHT_INDEX,0.50977,0.6442,0.77833,0.16621
94,4320,pose_LEFT_THUMB,0.28093,0.44493,0.77402,-0.00571
94,4320,pose_RIGHT_THUMB,0.49296,0.6326,0.7611,0.13349
94,4320,pose_LEFT_HIP,0.99659,0.47581,0.69204,-0.00549
94,4320,pose_RIGHT_HIP,0.99452,0.54754,0.70296,0.00565
94,4320,pose_LEFT_KNEE,0.74952,0.47768,0.91794,0.21716
94,4320,pose_RIGHT_KNEE,0.55176,0.54421,0.95247,0.22416
94,4320,pose_LEFT_ANKLE,0.51478,0.4707,1.15604,0.46816
94,4320,pose_RIGHT_ANKLE,0.38495,0.53405,1.21306,0.43085
94,4320,pose_LEFT_HEEL,0.53802,0.47135,1.2004,0.49138
94,4320,pose_RIGHT_HEEL,0.52425,0.5242,1.26163,0.4536
94,4320,pose_LEFT_FOOT_INDEX,0.30505,0.46123,1.18393,0.48982
94,4320,pose_RIGHT_FOOT_INDEX,0.20853,0.55381,1.24387,0.42634
96,4400,pose_LEFT_SHOULDER,0.99886,0.44945,0.2647,-0.18759
96,4400,pose_RIGHT_SHOULDER,0.99857,0.62163,0.27571,-0.21122
96,4400,pose_LEFT_ELBOW,0.87052,0.41377,0.57065,-0.18925
96,4400,pose_RIGHT_ELBOW,0.90028,0.65285,0.54229,-0.12568
96,4400,pose_LEFT_WRIST,0.40608,0.4057,0.7636,-0.09755
96,4400,pose_RIGHT_WRIST,0.60871,0.65636,0.74998,0.07746
96,4400,pose_LEFT_PINKY,0.31516,0.40177,0.85739,-0.09339
96,4400,pose_RIGHT_PINKY,0.50808,0.66367,0.79757,0.10983
96,4400,pose_LEFT_INDEX,0.30666,0.40293,0.85158,-0.08547
96,4400,pose_RIGHT_INDEX,0.48596,0.65145,0.78912,0.10297
96,4400,pose_LEFT_THUMB,0.29663,0.419,0.7915,-0.09286
96,4400,pose_RIGHT_THUMB,0.47112,0.64202,0.76861,0.07859
96,4400,pose_LEFT_HIP,0.99573,0.47075,0.72402,0.00957
96,4400,pose_RIGHT_HIP,0.99353,0.55103,0.73986,-0.00946
96,4400,pose_LEFT_KNEE,0.70728,0.48638,0.97311,0.22494
96,4400,pose_RIGHT_KNEE,0.53008,0.54818,0.98746,0.20424
96,4400,pose_LEFT_ANKLE,0.46464,0.47859,1.21621,0.47879
96,4400,pose_RIGHT_ANKLE,0.34883,0.53324,1.27574,0.41771
96,4400,pose_LEFT_HEEL,0.5034,0.47709,1.2592,0.50241
96,4400,pose_RIGHT_HEEL,0.50178,0.51972,1.32371,0.43783
96,4400,pose_LEFT_FOOT_INDEX,0.27245,0.47939,1.25833,0.48966
96,4400,pose_RIGHT_FOOT_INDEX,0.18429,0.57095,1.32286,0.38715
98,4496,pose_LEFT_SHOULDER,0.99871,0.44235,0.29083,-0.16596
98,4496,pose_RIGHT_SHOULDER,0.99849,0.61192,0.28831,-0.21377
98,4496,pose_LEFT_ELBOW,0.88894,0.40304,0.56036,-0.17096
98,4496,pose_RIGHT_ELBOW,0.90985,0.64829,0.55395,-0.13607
98,4496,pose_LEFT_WRIST,0.45376,0.39366,0.79408,-0.07285
98,4496,pose_RIGHT_WRIST,0.62029,0.65633,0.76134,0.07277
98,4496,pose_LEFT_PINKY,0.35001,0.38921,0.86107,-0.06682
98,4496,pose_RIGHT_PINKY,0.51514,0.66615,0.81909,0.10317
98,4496,pose_LEFT_INDEX,0.34192,0.40047,0.84126,-0.06252
98,4496,pose_RIGHT_INDEX,0.49318,0.6565,0.80873,0.09732
98,4496,pose_LEFT_THUMB,0.32629,0.41017,0.81178,-0.06924
98,4496,pose_RIGHT_THUMB,0.47705,0.64624,0.7946,0.07433
98,4496,pose_LEFT_HIP,0.9938,0.47192,0.75516,0.01978
98,4496,pose_RIGHT_HIP,0.99106,0.55352,0.76859,-0.0196
98,4496,pose_LEFT_KNEE,0.66813,0.50295,1.03748,0.22775
98,4496,pose_RIGHT_KNEE,0.51503,0.545,1.02055,0.1658
98,4496,pose_LEFT_ANKLE,0.40785,0.494,1.30145,0.49719
98,4496,pose_RIGHT_ANKLE,0.31626,0.52251,1.36064,0.35807
98,4496,pose_LEFT_HEEL,0.45587,0.4906,1.34731,0.52183
98,4496,pose_RIGHT_HEEL,0.47421,0.50959,1.4133,0.37915
98,4496,pose_LEFT_FOOT_INDEX,0.24015,0.49916,1.35223,0.49278
98,4496,pose_RIGHT_FOOT_INDEX,0.16426,0.55803,1.41234,0.31427
100,4576,pose_LEFT_SHOULDER,0.99859,0.4236,0.31698,-0.17339
100,4576,pose_RIGHT_SHOULDER,0.99827,0.59207,0.3017,-0.16526
100,4576,pose_LEFT_ELBOW,0.90325,0.38058,0.5906,-0.15998
100,4576,pose_RIGHT_ELBOW,0.9122,0.63494,0.5706,-0.07604
100,4576,pose_LEFT_WRIST,0.46957,0.36899,0.81053,-0.05179
100,4576,pose_RIGHT_WRIST,0.59888,0.65304,0.76647,0.14543
100,4576,pose_LEFT_PINKY,0.35623,0.36273,0.86951,-0.05339
100,4576,pose_RIGHT_PINKY,0.49228,0.6623,0.82712,0.18036
100,4576,pose_LEFT_INDEX,0.34902,0.36767,0.86408,-0.04394
100,4576,pose_RIGHT_INDEX,0.47125,0.65202,0.8266,0.17307
100,4576,pose_LEFT_THUMB,0.33073,0.36986,0.8402,-0.04738
100,4576,pose_RIGHT_THUMB,0.45523,0.64414,0.80319,0.14749
100,4576,pose_LEFT_HIP,0.9909,0.45779,0.77854,-0.00772
100,4576,pose_RIGHT_HIP,0.98709,0.55153,0.78461,0.00801
100,4576,pose_LEFT_KNEE,0.64242,0.49801,1.1004,0.1864
100,4576,pose_RIGHT_KNEE,0.47626,0.53936,1.06183,0.19406
100,4576,pose_LEFT_ANKLE,0.35697,0.49765,1.39266,0.47527
100,4576,pose_RIGHT_ANKLE,0.28073,0.51973,1.41199,0.43313
100,4576,pose_LEFT_HEEL,0.41121,0.49787,1.44319,0.49584
100,4576,pose_RIGHT_HEEL,0.44083,0.5096,1.46777,0.45695
100,4576,pose_LEFT_FOOT_INDEX,0.20777,0.4924,1.43636,0.45033
100,4576,pose_RIGHT_FOOT_INDEX,0.14394,0.53719,1.45354,0.378
102,4656,pose_LEFT_SHOULDER,0.99825,0.41057,0.32963,-0.14221
102,4656,pose_RIGHT_SHOULDER,0.99804,0.57984,0.32215,-0.2305
